,Unnamed: 0,Nomenclature,ReporterISO3,ProductCode,ReporterName,PartnerISO3,PartnerName,Year,TradeFlowName,TradeFlowCode,TradeValue in 1000 USD,Norm_Exports
59,574,S4,ARE, Total,United Arab Emirates,CYP,Cyprus,2019,Export,6,35371.885,0.0001335683445308805
60,576,S4,ARE, Total,United Arab Emirates,CZE,Czech Republic,2019,Export,6,16497.424,6.229618841924927e-05
61,578,S4,ARE, Total,United Arab Emirates,DEU,Germany,2019,Export,6,370007.979,0.0013971930876244452
62,580,S4,ARE, Total,United Arab Emirates,DJI,Djibouti,2019,Export,6,227193.692,0.000857909758790032
63,582,S4,ARE, Total,United Arab Emirates,DMA,Dominica,2019,Export,6,217.887,8.227666092660869e-07
64,584,S4,ARE, Total,United Arab Emirates,DNK,Denmark,2019,Export,6,9884.411,3.732468354267309e-05
65,586,S4,ARE, Total,United Arab Emirates,DOM,Dominican Republic,2019,Export,6,5750.018,2.1712735560538106e-05
66,588,S4,ARE, Total,United Arab Emirates,DZA,Algeria,2019,Export,6,194623.274,0.0007349200789089968
67,590,S4,ARE, Total,United Arab Emirates,ECU,Ecuador,2019,Export,6,4683.188,1.7684261618708904e-05
68,592,S4,ARE, Total,United Arab Emirates,EGY,"Egypt, Arab Rep.",2019,Export,6,1031337.716,0.0038944509566956748
69,594,S4,ARE, Total,United Arab Emirates,ERI,Eritrea,2019,Export,6,13774.035,5.201235536246956e-05
70,596,S4,ARE, Total,United Arab Emirates,ESH,Western Sahara,2019,Export,6,0.0,0.0
71,598,S4,ARE, Total,United Arab Emirates,ESP,Spain,2019,Export,6,221540.864,0.000836564023953514
72,600,S4,ARE, Total,United Arab Emirates,EST,Estonia,2019,Export,6,663.8910000000002,2.506929495528746e-06
73,602,S4,ARE, Total,United Arab Emirates,ETH,Ethiopia(excludes Eritrea),2019,Export,6,193895.463,0.0007321717800721843
74,604,S4,ARE, Total,United Arab Emirates,FIN,Finland,2019,Export,6,4901.638,1.8509154181340802e-05
75,606,S4,ARE, Total,United Arab Emirates,FJI,Fiji,2019,Export,6,3487.988,1.3171047652777815e-05
76,609,S4,ARE, Total,United Arab Emirates,FRA,France,2019,Export,6,131493.837,0.0004965359952997541
77,611,S4,ARE, Total,United Arab Emirates,FRO,Faeroe Islands,2019,Export,6,0.0,0.0
78,613,S4,ARE, Total,United Arab Emirates,FSM,"Micronesia, Fed. Sts.",2019,Export,6,153.737,5.80528761278738e-07
79,615,S4,ARE, Total,United Arab Emirates,GAB,Gabon,2019,Export,6,16835.37,6.35723117516878e-05
80,617,S4,ARE, Total,United Arab Emirates,GBR,United Kingdom,2019,Export,6,559529.583,0.0021128486682958484
81,619,S4,ARE, Total,United Arab Emirates,GEO,Georgia,2019,Export,6,29543.028,0.00011155790375292268
82,621,S4,ARE, Total,United Arab Emirates,GHA,Ghana,2019,Export,6,129064.739,0.00048736343922695016
83,623,S4,ARE, Total,United Arab Emirates,GIB,Gibraltar,2019,Export,6,29674.952,0.00011205606409365352
84,625,S4,ARE, Total,United Arab Emirates,GIN,Guinea,2019,Export,6,147829.411,0.0005582210193277835
85,627,S4,ARE, Total,United Arab Emirates,GMB,"Gambia, The",2019,Export,6,21419.56,8.088274542846294e-05
86,629,S4,ARE, Total,United Arab Emirates,GNB,Guinea-Bissau,2019,Export,6,1704.894,6.43787768677386e-06
87,631,S4,ARE, Total,United Arab Emirates,GNQ,Equatorial Guinea,2019,Export,6,4798.867,1.8121078953351593e-05
88,633,S4,ARE, Total,United Arab Emirates,GRC,Greece,2019,Export,6,60687.553,0.00022916324611594972
89,635,S4,ARE, Total,United Arab Emirates,GRD,Grenada,2019,Export,6,477.934,1.8047342734214431e-06
90,637,S4,ARE, Total,United Arab Emirates,GRL,Greenland,2019,Export,6,18.78,7.091546040845537e-08
91,639,S4,ARE, Total,United Arab Emirates,GTM,Guatemala,2019,Export,6,7716.238,2.9137410563962658e-05
92,641,S4,ARE, Total,United Arab Emirates,GUM,Guam,2019,Export,6,68.068,2.570326708776751e-07
93,643,S4,ARE, Total,United Arab Emirates,GUY,Guyana,2019,Export,6,1421.564,5.3679907113996504e-06
94,645,S4,ARE, Total,United Arab Emirates,HKG,"Hong Kong, China",2019,Export,6,883510.292,0.0033362374405105874
95,647,S4,ARE, Total,United Arab Emirates,HND,Honduras,2019,Export,6,639.819,2.416030828704872e-06
96,649,S4,ARE, Total,United Arab Emirates,HRV,Croatia,2019,Export,6,13485.973999999998,5.092460358181353e-05
97,651,S4,ARE, Total,United Arab Emirates,HTI,Haiti,2019,Export,6,596.909,2.2539976867385875e-06
98,653,S4,ARE, Total,United Arab Emirates,HUN,Hungary,2019,Export,6,11279.95,4.259440083250032e-05
99,655,S4,ARE, Total,United Arab Emirates,IDN,Indonesia,2019,Export,6,354664.904,0.001339255855052216
100,657,S4,ARE, Total,United Arab Emirates,IND,India,2019,Export,6,6523272.703,0.024632635096014592
101,659,S4,ARE, Total,United Arab Emirates,IRL,Ireland,2019,Export,6,44431.226,0.00016777746796070993
102,661,S4,ARE, Total,United Arab Emirates,IRN,"Iran, Islamic Rep.",2019,Export,6,481860.338,0.0018195605815678336
103,663,S4,ARE, Total,United Arab Emirates,IRQ,Iraq,2019,Export,6,2501709.734,0.009446746410805345
104,665,S4,ARE, Total,United Arab Emirates,ISL,Iceland,2019,Export,6,1516.596,5.726842576870168e-06
105,667,S4,ARE, Total,United Arab Emirates,ITA,Italy,2019,Export,6,456042.013,0.0017220675887909362
106,669,S4,ARE, Total,United Arab Emirates,JAM,Jamaica,2019,Export,6,2204.687,8.32515408208393e-06
107,671,S4,ARE, Total,United Arab Emirates,JOR,Jordan,2019,Export,6,642878.428,0.0024275835840406822
108,673,S4,ARE, Total,United Arab Emirates,JPN,Japan,2019,Export,6,1207422.524,0.004559367635622962
109,675,S4,ARE, Total,United Arab Emirates,KAZ,Kazakhstan,2019,Export,6,76979.088,0.00029068197376693296
110,677,S4,ARE, Total,United Arab Emirates,KEN,Kenya,2019,Export,6,800299.245,0.0030220228660124714
111,679,S4,ARE, Total,United Arab Emirates,KGZ,Kyrgyz Republic,2019,Export,6,6771.5430000000015,2.5570132562335096e-05
112,681,S4,ARE, Total,United Arab Emirates,KHM,Cambodia,2019,Export,6,18507.071,6.988484881666519e-05
113,683,S4,ARE, Total,United Arab Emirates,KIR,Kiribati,2019,Export,6,0.0,0.0
114,685,S4,ARE, Total,United Arab Emirates,KNA,St. Kitts and Nevis,2019,Export,6,27.442,1.0362417808992714e-07
115,687,S4,ARE, Total,United Arab Emirates,KOR,"Korea, Rep.",2019,Export,6,715745.425,0.002702737824766803
116,689,S4,ARE, Total,United Arab Emirates,KWT,Kuwait,2019,Export,6,2703102.209,0.010207227778612764
117,691,S4,ARE, Total,United Arab Emirates,LAO,Lao PDR,2019,Export,6,24.975,9.430849966459917e-08
118,693,S4,ARE, Total,United Arab Emirates,LBN,Lebanon,2019,Export,6,395873.694,0.001494865030543449
119,695,S4,ARE, Total,United Arab Emirates,LBR,Liberia,2019,Export,6,10635.262,4.015998409449147e-05
120,697,S4,ARE, Total,United Arab Emirates,LBY,Libya,2019,Export,6,440198.131,0.0016622392508416689
121,699,S4,ARE, Total,United Arab Emirates,LCA,St. Lucia,2019,Export,6,22.928,8.65787900023996e-08
122,701,S4,ARE, Total,United Arab Emirates,LKA,Sri Lanka,2019,Export,6,846866.1309999998,0.0031978648340890443
123,703,S4,ARE, Total,United Arab Emirates,LSO,Lesotho,2019,Export,6,382.086,1.4428010972111327e-06
124,705,S4,ARE, Total,United Arab Emirates,LTU,Lithuania,2019,Export,6,10753.191,4.06052976903652e-05
125,707,S4,ARE, Total,United Arab Emirates,LUX,Luxembourg,2019,Export,6,894.2489999999998,3.3767880487114364e-06
126,709,S4,ARE, Total,United Arab Emirates,LVA,Latvia,2019,Export,6,13141.876,4.962524958311127e-05
127,711,S4,ARE, Total,United Arab Emirates,MAC,Macao,2019,Export,6,418.896,1.5817999309510285e-06
128,713,S4,ARE, Total,United Arab Emirates,MAR,Morocco,2019,Export,6,276777.497,0.0010451439632830069
129,715,S4,ARE, Total,United Arab Emirates,MDA,Moldova,2019,Export,6,1902.172,7.182822319279677e-06
130,717,S4,ARE, Total,United Arab Emirates,MDG,Madagascar,2019,Export,6,31908.101,0.00012048869399225211
131,719,S4,ARE, Total,United Arab Emirates,MDV,Maldives,2019,Export,6,238382.986,0.0009001618320411271
132,721,S4,ARE, Total,United Arab Emirates,MEX,Mexico,2019,Export,6,64215.544,0.00024248534974118333
133,723,S4,ARE, Total,United Arab Emirates,MHL,Marshall Islands,2019,Export,6,76.42399999999998,2.8858589703172473e-07
134,725,S4,ARE, Total,United Arab Emirates,MKD,North Macedonia,2019,Export,6,478.645,1.8074190919704532e-06
135,727,S4,ARE, Total,United Arab Emirates,MLI,Mali,2019,Export,6,29518.845,0.00011146658593721142
136,729,S4,ARE, Total,United Arab Emirates,MLT,Malta,2019,Export,6,121861.564,0.0004601634141189802
137,731,S4,ARE, Total,United Arab Emirates,MMR,Myanmar,2019,Export,6,52231.251,0.00019723126796456836
138,733,S4,ARE, Total,United Arab Emirates,MNG,Mongolia,2019,Export,6,2734.4390000000008,1.0325559139714393e-05
139,735,S4,ARE, Total,United Arab Emirates,MNP,Northern Mariana Islands,2019,Export,6,0.0,0.0
140,737,S4,ARE, Total,United Arab Emirates,MNT,Montenegro,2019,Export,6,29260.846,0.00011049235175883437
141,739,S4,ARE, Total,United Arab Emirates,MOZ,Mozambique,2019,Export,6,48342.74,0.0001825477989619942
142,741,S4,ARE, Total,United Arab Emirates,MRT,Mauritania,2019,Export,6,39664.121,0.00014977632600701184
143,743,S4,ARE, Total,United Arab Emirates,MSR,Montserrat,2019,Export,6,0.0,0.0
144,745,S4,ARE, Total,United Arab Emirates,MUS,Mauritius,2019,Export,6,25454.115,9.61176935311379e-05
145,747,S4,ARE, Total,United Arab Emirates,MWI,Malawi,2019,Export,6,18674.57,7.051734448774909e-05
146,749,S4,ARE, Total,United Arab Emirates,MYS,Malaysia,2019,Export,6,669878.314,0.0025295382883359866
147,751,S4,ARE, Total,United Arab Emirates,NAM,Namibia,2019,Export,6,3029.047,1.14380331524947e-05
148,753,S4,ARE, Total,United Arab Emirates,NCL,New Caledonia,2019,Export,6,1077.523,4.068851951315231e-06
149,755,S4,ARE, Total,United Arab Emirates,NER,Niger,2019,Export,6,23181.848,8.753734952283441e-05
150,757,S4,ARE, Total,United Arab Emirates,NFK,Norfolk Island,2019,Export,6,126.673,4.783319550756265e-07
151,759,S4,ARE, Total,United Arab Emirates,NGA,Nigeria,2019,Export,6,213918.393,0.000807780688468152
152,761,S4,ARE, Total,United Arab Emirates,NIC,Nicaragua,2019,Export,6,3239.087,1.2231168578703004e-05
153,764,S4,ARE, Total,United Arab Emirates,NLD,Netherlands,2019,Export,6,703164.728,0.0026552316522420807
154,766,S4,ARE, Total,United Arab Emirates,NOR,Norway,2019,Export,6,12987.92,4.9043893852406044e-05
155,768,S4,ARE, Total,United Arab Emirates,NPL,Nepal,2019,Export,6,215907.939,0.0008152934451557878
156,770,S4,ARE, Total,United Arab Emirates,NZL,New Zealand,2019,Export,6,72530.094,0.00027388205588277663
157,772,S4,ARE, Total,United Arab Emirates,OAS,"Other Asia, nes",2019,Export,6,383391.966,0.0014477325764532941
158,774,S4,ARE, Total,United Arab Emirates,OMN,Oman,2019,Export,6,4416965.948,0.01667897624126142
159,776,S4,ARE, Total,United Arab Emirates,PAK,Pakistan,2019,Export,6,963119.903,0.003636852574536308
160,778,S4,ARE, Total,United Arab Emirates,PAN,Panama,2019,Export,6,37164.839,0.00014033874700165695
161,780,S4,ARE, Total,United Arab Emirates,PER,Peru,2019,Export,6,27545.875,0.00010401642215009372
162,782,S4,ARE, Total,United Arab Emirates,PHL,Philippines,2019,Export,6,181294.904,0.000684590606329431
163,784,S4,ARE, Total,United Arab Emirates,PLW,Palau,2019,Export,6,0.0,0.0
164,786,S4,ARE, Total,United Arab Emirates,PNG,Papua New Guinea,2019,Export,6,5127.653,1.9362613062289528e-05
165,788,S4,ARE, Total,United Arab Emirates,POL,Poland,2019,Export,6,118290.813,0.00044667984376919575
166,790,S4,ARE, Total,United Arab Emirates,PRK,"Korea, Dem. Rep.",2019,Export,6,0.0,0.0
167,792,S4,ARE, Total,United Arab Emirates,PRT,Portugal,2019,Export,6,13948.258,5.2670241638227936e-05
168,794,S4,ARE, Total,United Arab Emirates,PRY,Paraguay,2019,Export,6,4286.206,1.6185211496032152e-05
169,796,S4,ARE, Total,United Arab Emirates,PSE,Occ.Pal.Terr,2019,Export,6,19595.867,7.3996268924806e-05
170,798,S4,ARE, Total,United Arab Emirates,PYF,French Polynesia,2019,Export,6,163.192,6.162319390296404e-07
171,800,S4,ARE, Total,United Arab Emirates,QAT,Qatar,2019,Export,6,1254.658,4.737734277164631e-06
172,802,S4,ARE, Total,United Arab Emirates,ROM,Romania,2019,Export,6,20714.511,7.822039854637981e-05
173,804,S4,ARE, Total,United Arab Emirates,RUS,Russian Federation,2019,Export,6,342204.386,0.0012922034923845993
174,806,S4,ARE, Total,United Arab Emirates,RWA,Rwanda,2019,Export,6,9151.807,3.4558285781380436e-05
175,808,S4,ARE, Total,United Arab Emirates,SAU,Saudi Arabia,2019,Export,6,8420721.538999999,0.03179762219965824
176,810,S4,ARE, Total,United Arab Emirates,SEN,Senegal,2019,Export,6,98242.23,0.0003709740666668458
177,812,S4,ARE, Total,United Arab Emirates,SER,"Serbia, FR(Serbia/Montenegro)",2019,Export,6,2098.624,7.924647879884675e-06
178,814,S4,ARE, Total,United Arab Emirates,SGP,Singapore,2019,Export,6,1426538.2019999996,0.005386773875669865
179,816,S4,ARE, Total,United Arab Emirates,SHN,Saint Helena,2019,Export,6,0.0,0.0
180,818,S4,ARE, Total,United Arab Emirates,SLB,Solomon Islands,2019,Export,6,1017.576,3.842485119307475e-06
181,820,S4,ARE, Total,United Arab Emirates,SLE,Sierra Leone,2019,Export,6,17720.478,6.691458232310459e-05
182,822,S4,ARE, Total,United Arab Emirates,SLV,El Salvador,2019,Export,6,10332.904,3.9018245181915337e-05
183,824,S4,ARE, Total,United Arab Emirates,SMR,San Marino,2019,Export,6,4218.548,1.5929727032756575e-05
184,826,S4,ARE, Total,United Arab Emirates,SOM,Somalia,2019,Export,6,679028.09,0.002564088904825562
185,827,S4,ARE, Total,United Arab Emirates,SPM,Saint Pierre and Miquelon,2019,Export,6,0.0,0.0
186,829,S4,ARE, Total,United Arab Emirates,SSD,South Sudan,2019,Export,6,37848.467,0.0001429202057007044
187,831,S4,ARE, Total,United Arab Emirates,STP,Sao Tome and Principe,2019,Export,6,272.659,1.0295920404424402e-06
188,833,S4,ARE, Total,United Arab Emirates,SUD,Sudan,2019,Export,6,344704.3,0.001301643457895331
189,835,S4,ARE, Total,United Arab Emirates,SUR,Suriname,2019,Export,6,12302.09,4.6454120145700456e-05
190,837,S4,ARE, Total,United Arab Emirates,SVK,Slovak Republic,2019,Export,6,9968.479,3.7642134071193746e-05
191,839,S4,ARE, Total,United Arab Emirates,SVN,Slovenia,2019,Export,6,14072.11,5.313792116977789e-05
192,841,S4,ARE, Total,United Arab Emirates,SWE,Sweden,2019,Export,6,17329.729,6.543906873209588e-05
193,843,S4,ARE, Total,United Arab Emirates,SWZ,Eswatini,2019,Export,6,71324.142,0.0002693282411165095
194,845,S4,ARE, Total,United Arab Emirates,SYC,Seychelles,2019,Export,6,33012.869,0.00012466042622678503
195,847,S4,ARE, Total,United Arab Emirates,SYR,Syrian Arab Republic,2019,Export,6,470518.249,0.0017767315366568285
196,849,S4,ARE, Total,United Arab Emirates,TCA,Turks and Caicos Isl.,2019,Export,6,2240.903,8.46190990285883e-06
197,851,S4,ARE, Total,United Arab Emirates,TCD,Chad,2019,Export,6,60450.00700000001,0.000228266244840221
198,853,S4,ARE, Total,United Arab Emirates,TGO,Togo,2019,Export,6,24086.673,9.095407377544784e-05
199,855,S4,ARE, Total,United Arab Emirates,THA,Thailand,2019,Export,6,783133.087,0.0029572014603674083
200,857,S4,ARE, Total,United Arab Emirates,TJK,Tajikistan,2019,Export,6,26999.637,0.00010195376404239437
201,859,S4,ARE, Total,United Arab Emirates,TKM,Turkmenistan,2019,Export,6,75199.186,0.0002839608571635288
202,861,S4,ARE, Total,United Arab Emirates,TMP,East Timor,2019,Export,6,1876.047,7.084171286096989e-06
203,863,S4,ARE, Total,United Arab Emirates,TON,Tonga,2019,Export,6,175.014,6.60873183595602e-07
204,865,S4,ARE, Total,United Arab Emirates,TTO,Trinidad and Tobago,2019,Export,6,28272.026,0.00010675845263417574
205,867,S4,ARE, Total,United Arab Emirates,TUN,Tunisia,2019,Export,6,130095.267,0.0004912548326020197
206,869,S4,ARE, Total,United Arab Emirates,TUR,Turkey,2019,Export,6,2381536.075,0.00899295672193667
207,872,S4,ARE, Total,United Arab Emirates,TZA,Tanzania,2019,Export,6,363464.078,0.0013724825576839578
208,874,S4,ARE, Total,United Arab Emirates,UGA,Uganda,2019,Export,6,36526.719,0.00013792913179421054
209,876,S4,ARE, Total,United Arab Emirates,UKR,Ukraine,2019,Export,6,69823.519,0.00026366171444214753
210,877,S4,ARE, Total,United Arab Emirates,UMI,United States Minor Outlying I,2019,Export,6,0.0,0.0
212,881,S4,ARE, Total,United Arab Emirates,URY,Uruguay,2019,Export,6,3158.442,1.192664369560184e-05
213,883,S4,ARE, Total,United Arab Emirates,USA,United States,2019,Export,6,2001352.652,0.007557339976371838
214,885,S4,ARE, Total,United Arab Emirates,UZB,Uzbekistan,2019,Export,6,63974.547,0.00024157531708878413
215,887,S4,ARE, Total,United Arab Emirates,VCT,St. Vincent and the Grenadines,2019,Export,6,50.999,1.9257814512091667e-07
216,889,S4,ARE, Total,United Arab Emirates,VEN,Venezuela,2019,Export,6,8417.902,3.178697529303819e-05
217,891,S4,ARE, Total,United Arab Emirates,VGB,British Virgin Islands,2019,Export,6,0.931,3.515564091601275e-09
218,893,S4,ARE, Total,United Arab Emirates,VNM,Vietnam,2019,Export,6,273998.685,0.001034650846543468
219,895,S4,ARE, Total,United Arab Emirates,VUT,Vanuatu,2019,Export,6,48.233,1.8213340798088536e-07
220,897,S4,ARE, Total,United Arab Emirates,WLD, World,2019,Export,6,264822365.84,1.0
221,899,S4,ARE, Total,United Arab Emirates,WLF,Wallis and Futura Isl.,2019,Export,6,1.484,5.6037562963869935e-09
222,901,S4,ARE, Total,United Arab Emirates,WSM,Samoa,2019,Export,6,107.426,4.0565304844721643e-07
223,903,S4,ARE, Total,United Arab Emirates,YEM,Yemen,2019,Export,6,383193.17,0.0014469818996765442
224,905,S4,ARE, Total,United Arab Emirates,ZAF,South Africa,2019,Export,6,357680.509,0.0013506431296520585
225,907,S4,ARE, Total,United Arab Emirates,ZAR,"Congo, Dem. Rep.",2019,Export,6,33460.937000000005,0.00012635238301668368
226,909,S4,ARE, Total,United Arab Emirates,ZMB,Zambia,2019,Export,6,175450.312,0.0006625207483645974
227,911,S4,ARE, Total,United Arab Emirates,ZWE,Zimbabwe,2019,Export,6,53557.098,0.00020223782017096716
228,913,S4,ARG, Total,Argentina,ABW,Aruba,2019,Export,6,4954.06,7.608272087845706e-05
229,916,S4,ARG, Total,Argentina,AGO,Angola,2019,Export,6,37517.091,0.0005761743625883969
230,918,S4,ARG, Total,Argentina,ALB,Albania,2019,Export,6,6916.691,0.00010622412137833131
231,920,S4,ARG, Total,Argentina,ARE,United Arab Emirates,2019,Export,6,453728.714,0.006968206905407538
232,922,S4,ARG, Total,Argentina,ARM,Armenia,2019,Export,6,1577.079,2.4220227724386903e-05
233,924,S4,ARG, Total,Argentina,ATG,Antigua and Barbuda,2019,Export,6,244.232,3.750829639848392e-06
234,926,S4,ARG, Total,Argentina,AUS,Australia,2019,Export,6,521110.618,0.008003034621319537
235,928,S4,ARG, Total,Argentina,AUT,Austria,2019,Export,6,10730.575,0.0001647964180067156
236,930,S4,ARG, Total,Argentina,AZE,Azerbaijan,2019,Export,6,5053.8809999999985,7.761573688569322e-05
237,932,S4,ARG, Total,Argentina,BEL,Belgium,2019,Export,6,405535.076,0.0062280658679410164
238,934,S4,ARG, Total,Argentina,BEN,Benin,2019,Export,6,1606.203,2.4667503930743745e-05
239,935,S4,ARG, Total,Argentina,BES,Bonaire,2019,Export,6,10632.146,0.00016328477984865015
240,937,S4,ARG, Total,Argentina,BFA,Burkina Faso,2019,Export,6,825.8480000000002,1.2683084757155145e-05
241,939,S4,ARG, Total,Argentina,BGD,Bangladesh,2019,Export,6,607120.9839999999,0.00932395174162731
242,941,S4,ARG, Total,Argentina,BGR,Bulgaria,2019,Export,6,46690.342,0.000717053943251737
243,943,S4,ARG, Total,Argentina,BHR,Bahrain,2019,Export,6,8282.044,0.00012719273524242742
244,945,S4,ARG, Total,Argentina,BHS,"Bahamas, The",2019,Export,6,139235.948,0.002138336993886098
245,947,S4,ARG, Total,Argentina,BIH,Bosnia and Herzegovina,2019,Export,6,8370.97,0.00012855842965001183
246,949,S4,ARG, Total,Argentina,BLR,Belarus,2019,Export,6,20364.402,0.00031274936379912486
